,image,emotion,mouth_distance,average_distance
1676,Gonzalo_Barrientos_0001.jpg,1,-6.666666666666667,52.044632911366485
4418,Tommy_Franks_0012.jpg,1,-6.0,62.481256705082096
1325,Felipe_Perez_Roque_0003.jpg,1,-6.333333333333333,70.04154105991988
745,Chok_Tong_Goh_0002.jpg,0,-28.333333333333332,81.19086083022486
3993,Rubens_Barrichello_0010.jpg,0,-22.666666666666668,71.82303108416998
3411,Nestor_Kirchner_0010.jpg,0,-13.0,69.28198548043154
1456,George_W_Bush_0078.jpg,1,-7.666666666666667,58.623669667880044
2588,Justine_Pasek_0003.jpg,0,-32.333333333333336,88.63478802811528
1318,Fayssal_Mekdad_0004.jpg,1,-9.333333333333334,47.28493929814298
3423,Nestor_Kirchner_0037.jpg,0,1.6666666666666667,57.94585305104368
3685,Princess_Caroline_0005.jpg,1,-9.333333333333334,60.54797705911865
1312,Faye_Alibocus_0001.jpg,0,-23.333333333333332,74.34504245321432
4087,Scott_Weiland_0001.jpg,1,-2.6666666666666665,66.48135812021782
3973,Ronald_Kadish_0001.jpg,1,-7.666666666666667,66.40283669733763
861,Colin_Powell_0135.jpg,1,-11.0,84.18441020845445
3567,Paul_Byrd_0001.jpg,1,-1.0,62.06260268671572
3584,Paul_ONeill_0005.jpg,1,-0.3333333333333333,54.83821951950305
4478,Tony_Bennett_0004.jpg,0,-7.333333333333333,66.69808966049824
1876,Hugo_Chavez_0035.jpg,0,-13.0,66.26369578353395
261,Anna_Kournikova_0007.jpg,1,-24.333333333333332,67.36286210005792
2014,Jalal_Talabani_0001.jpg,1,-8.333333333333334,66.99923177786094
141,Allyson_Felix_0004.jpg,1,-3.6666666666666665,68.33323663030828
921,Conan_OBrien_0004.jpg,1,-2.0,57.67042031139302
2167,Jeffrey_Donaldson_0001.jpg,1,-2.0,61.68555502678027
2626,Kathy_Bates_0001.jpg,0,-20.0,68.31962651231346
4099,Sean_Penn_0003.jpg,0,-2.0,61.166933999334084
3856,Rick_Carlisle_0004.jpg,0,-18.333333333333332,65.03159998446748
3513,Oswaldo_Paya_0003.jpg,0,-2.6666666666666665,60.158371221532256
408,Barbra_Streisand_0002.jpg,0,-3.6666666666666665,78.79826883428517
1220,Eileen_Coparropa_0001.jpg,0,-30.0,87.79498226000506
2595,Justin_Wilson_0001.jpg,0,-18.0,69.0444700235323
99,Alexander_Downer_0002.jpg,1,-1.6666666666666667,65.8263713048923
2950,Luiz_Inacio_Lula_da_Silva_0023.jpg,2,-11.666666666666666,63.26159678689498
2617,Kate_Starbird_0001.jpg,0,-39.333333333333336,86.79461099786032
3986,Rowan_Williams_0001.jpg,1,-8.333333333333334,52.738291801548996
1313,Faye_Dunaway_0002.jpg,0,-23.666666666666668,80.04673294405774
448,Betsy_Smith_0002.jpg,0,-38.666666666666664,74.1041362568961
1113,Dominique_de_Villepin_0011.jpg,1,-19.666666666666668,82.45984920010349
3805,Ricardo_Monasterio_0001.jpg,0,-14.333333333333334,69.16960656472132
1299,Ethan_Hawke_0002.jpg,0,-20.666666666666668,82.80012646673056
794,Clare_Short_0002.jpg,0,-3.6666666666666665,55.644425770935605
1047,Debra_Messing_0003.jpg,0,-2.6666666666666665,59.824660900861886
3096,Mary_Anne_Souza_0001.jpg,0,-14.0,68.61315257210059
3151,Megawati_Sukarnoputri_0030.jpg,1,-18.333333333333332,75.35012852352749
2791,Laura_Bush_0038.jpg,0,-31.666666666666668,85.63443896399508
1631,Gerry_Adams_0008.jpg,1,-14.666666666666666,70.54633866937375
4007,Rudolph_Giuliani_0020.jpg,1,-3.6666666666666665,55.998320074901116
3388,Natalie_Juniardi_0001.jpg,1,-16.666666666666668,72.13876118323563
3280,Mikhail_Kasyanov_0002.jpg,1,-19.0,78.13783458588821
4447,Tom_Daschle_0025.jpg,1,-9.0,69.80962279124603
2344,Johnny_Hallyday_0001.jpg,1,-1.3333333333333333,64.58048176165515
2383,John_Brady_0001.jpg,0,-26.333333333333332,80.21373103813852
1644,Giuseppe_Gibilisco_0001.jpg,0,-5.0,58.552094333721755
1617,Gerhard_Schroeder_0083.jpg,1,-15.0,79.34645735077055
3624,Pervez_Musharraf_0010.jpg,0,-2.6666666666666665,56.91115290748831
3447,Nicolas_Escude_0002.jpg,1,-16.333333333333332,77.28688887542
2960,Luther_Htu_0001.jpg,1,6.666666666666667,73.36258280188423
2781,Laura_Bush_0014.jpg,0,-33.666666666666664,80.7525924359157
969,Danis_Tanovic_0001.jpg,1,-2.3333333333333335,68.61501375396456
399,Azra_Akin_0004.jpg,0,-32.333333333333336,76.03229173064
757,Christine_Gregoire_0001.jpg,1,-8.0,72.36994360246676
3538,Patricia_Johnson_0001.jpg,0,-19.0,75.37211607984044
1590,Gerard_Depardieu_0002.jpg,1,-5.0,65.88935099387807
3966,Roman_Coppola_0001.jpg,1,-0.6666666666666666,58.37250620770757
2983,Maha_Habib_0001.jpg,0,-18.333333333333332,74.8991767524897
3237,Michelle_Kwan_0008.jpg,0,-25.333333333333332,73.79886217838002
2209,Jennifer_Lopez_0008.jpg,0,-16.0,74.91407563584899
3321,Mohammed_Ashraf_Hafiz_0001.jpg,1,-0.6666666666666666,70.34905095726761
4032,Saddam_Hussein_0021.jpg,1,-7.666666666666667,67.49270273255715
3695,Prince_Felipe_0001.jpg,0,-21.333333333333332,70.00751936875129
1541,George_W_Bush_0378.jpg,1,-3.3333333333333335,72.84099500716074
1213,Edwina_Currie_0001.jpg,0,-20.0,81.88697084890664
835,Colin_Powell_0073.jpg,1,-0.6666666666666666,68.40914244380056
4776,Yu_Shyi-kun_0001.jpg,0,-15.333333333333334,77.37926190530884
1862,Hosni_Mubarak_0001.jpg,0,-14.666666666666666,75.37639404048666
2574,Juljia_Vysotskij_0001.jpg,0,-1.6666666666666667,54.23599591226436
3099,Mary_Carey_0002.jpg,0,-44.666666666666664,80.07818411361646
2316,Job_Cohen_0002.jpg,1,1.0,74.8285598221154
933,Craig_MacTavish_0001.jpg,1,-16.333333333333332,80.64430209387154
1865,Hosni_Mubarak_0008.jpg,0,-19.666666666666668,74.74480227499454
4269,Steve_Mariucci_0003.jpg,0,-6.333333333333333,56.990538658094756
1302,Evan_Rachel_Wood_0001.jpg,0,-34.0,77.810296605176
621,Carla_Myers_0001.jpg,0,-2.0,54.108415133279344
631,Carlos_Manuel_Pruneda_0003.jpg,1,-6.333333333333333,66.45402090516168
3939,Roger_Etchegaray_0001.jpg,1,-9.0,74.50817545305053
4536,Tony_Blair_0128.jpg,1,-17.0,67.47623251943827
2249,Jerry_Regier_0002.jpg,0,-15.666666666666666,72.89890259805013
3070,Marta_Dominguz_0001.jpg,0,-23.666666666666668,71.67755677566528
3340,Muhammad_Saeed_al-Sahhaf_0002.jpg,1,-12.0,65.67934189345304
4339,Taylor_Twellman_0001.jpg,0,-27.666666666666668,65.06827994778502
3439,Nicholoas_DiMarzio_0001.jpg,0,-20.666666666666668,68.78674230514929
1310,Farouk_al-Sharaa_0002.jpg,1,-3.0,52.49864885392662
2029,James_Dingemans_0001.jpg,1,-10.0,62.06260268671572
1306,Fabiola_Zuluaga_0001.jpg,1,-9.0,78.20357190799888
1529,George_W_Bush_0347.jpg,1,-6.666666666666667,69.91696137482859
3577,Paul_Luvera_0001.jpg,1,-7.666666666666667,68.30282218935864
3521,Pak_Gil_Yon_0001.jpg,1,-17.666666666666668,79.00582793535465
4428,Tommy_Tubberville_0001.jpg,0,-14.0,79.700201935637
2943,Luiz_Inacio_Lula_da_Silva_0001.jpg,0,-18.333333333333332,67.1785727753903
4721,William_Rosenberg_0001.jpg,0,-1.3333333333333333,68.5592225617378
3303,Mohamed_Benaissa_0001.jpg,1,-17.666666666666668,75.45639967951796
4052,Samira_Makhmalbaf_0002.jpg,1,-24.333333333333332,79.12830673871167
3506,Osama_bin_Laden_0004.jpg,1,8.666666666666666,50.67917825889188
2628,Katie_Couric_0001.jpg,0,-32.666666666666664,79.48294467877803
3477,Norah_Jones_0009.jpg,0,-25.666666666666668,82.32395760979784
1863,Hosni_Mubarak_0004.jpg,0,-32.666666666666664,76.9604122945923
3048,Marissa_Jaret_Winokur_0002.jpg,0,-39.666666666666664,85.73893771896446
3491,Oliver_Phelps_0001.jpg,0,-23.666666666666668,90.1653349672577
3058,Mark_Leno_0001.jpg,1,-0.6666666666666666,56.263254878125984
2783,Laura_Bush_0016.jpg,0,-21.0,79.55536580503984
4299,Sylvester_Stallone_0003.jpg,1,-14.333333333333334,79.60361357449575
313,Ariel_Sharon_0016.jpg,1,-10.333333333333334,66.94852900797882
1807,Heather_Mills_0001.jpg,0,-25.333333333333332,73.67129399449644
1926,Ibrahim_Al-Marashi_0001.jpg,1,-1.3333333333333333,68.01776463710326
410,Barry_Alvarez_0001.jpg,2,-31.666666666666668,69.4410160822325
390,Atal_Bihari_Vajpayee_0022.jpg,1,-1.3333333333333333,65.19143024857387
1363,Frank_Dunham_Jr_0001.jpg,1,-1.6666666666666667,51.990392045568406
905,Colin_Powell_0210.jpg,1,-13.0,81.4650467960399
1882,Hugo_Chavez_0043.jpg,1,-8.666666666666666,70.45908681798903
1449,George_W_Bush_0049.jpg,1,-7.666666666666667,70.71797207495746
3417,Nestor_Kirchner_0018.jpg,0,-11.666666666666666,68.29129611134549
1675,Gong_Li_0001.jpg,0,-28.666666666666668,77.9045599337902
1646,Glen_Clark_0001.jpg,0,-22.333333333333332,77.6879418328763
4463,Tom_Ridge_0021.jpg,1,-1.0,70.57025659523251
3141,Megawati_Sukarnoputri_0018.jpg,0,-2.6666666666666665,60.59888541462466
2527,Juan_Carlos_Morales_0001.jpg,0,-3.3333333333333335,59.64839488293651
3449,Nicolas_Sarkozy_0001.jpg,0,-16.666666666666668,75.10560183725073
59,Alan_Greenspan_0002.jpg,0,-15.666666666666666,70.88607050295201
4665,Vladimir_Putin_0042.jpg,0,-14.666666666666666,76.96808757654246
655,Carl_Reiner_0001.jpg,0,-21.666666666666668,79.4738714108242
4407,Todd_Haynes_0002.jpg,0,-36.666666666666664,88.1416807325169
2717,Kofi_Annan_0013.jpg,0,-4.333333333333333,77.03681348217805
3416,Nestor_Kirchner_0017.jpg,0,-3.0,68.09756796667395
2929,Lucrecia_Orozco_0001.jpg,1,-2.3333333333333335,70.6222972352359
3273,Mike_Weir_0008.jpg,0,-18.666666666666668,76.68720592056484
2497,Jose_Jose_0001.jpg,1,-11.0,54.625446875671244
3189,Michael_Chiklis_0001.jpg,1,-14.333333333333334,82.94788510624376
4070,Sarah_Jessica_Parker_0005.jpg,0,-18.333333333333332,78.57179402692162
611,Camryn_Manheim_0001.jpg,0,-15.333333333333334,72.17536344373539
744,Choi_Yun-yong_0001.jpg,0,-31.0,77.99796072438451
3098,Mary_Bono_0001.jpg,0,-25.666666666666668,78.60446540094817
2191,Jennifer_Capriati_0038.jpg,3,-7.0,78.91975305425969
733,Cherie_Blair_0002.jpg,2,-55.333333333333336,88.77233745893972
4433,Tom_Christerson_0001.jpg,1,-9.333333333333334,67.2609264222802
372,Ashanti_0003.jpg,0,-25.333333333333332,81.25551352067532
4273,Steve_Peace_0001.jpg,1,-12.333333333333334,69.72599145285096
4752,Yann_Martel_0001.jpg,1,-0.6666666666666666,66.17448526433733
1671,Gloria_Macapagal_Arroyo_0042.jpg,0,-23.0,65.00091994291778
4523,Tony_Blair_0101.jpg,0,-22.333333333333332,70.68427902325992
2340,Joe_Torre_0003.jpg,0,-3.3333333333333335,66.56101345465471
140,Allyson_Felix_0003.jpg,0,-21.0,87.42210695091389
29,Adolfo_Aguilar_Zinser_0002.jpg,1,-14.0,77.25400321090633
1695,Gregorio_Rosal_0001.jpg,1,-12.0,70.5129040437153
1587,Gerald_Riley_0001.jpg,1,-33.0,76.26564448958499
509,Bobby_Kielty_0001.jpg,0,-31.0,84.823498816997
2696,Kim_Yong-il_0001.jpg,0,-7.333333333333333,67.30321822462135
3945,Roger_Moore_0005.jpg,0,-24.333333333333332,77.05440321852684
3206,Michael_Keaton_0002.jpg,1,-0.3333333333333333,55.65951118291561
2192,Jennifer_Capriati_0039.jpg,3,-24.333333333333332,80.65899909463356
423,Benazir_Bhutto_0004.jpg,0,-28.333333333333332,76.36514364787027
2224,Jeong_Se-hyun_0002.jpg,0,-11.333333333333334,67.62312875971206
2804,Laurent_Jalabert_0001.jpg,0,-18.0,60.996660240980674
2659,Kevin_Costner_0008.jpg,0,-3.0,63.950744048524264
669,Carol_Williams_0001.jpg,1,-0.6666666666666666,71.12522614458
4156,Shannon_OBrien_0002.jpg,0,-23.0,75.0999694179325
4362,Thaksin_Shinawatra_0004.jpg,1,-8.666666666666666,70.41766769693123
4722,William_Umbach_0001.jpg,1,0.0,65.11103937195969
1855,Holly_Hunter_0004.jpg,0,-17.666666666666668,75.47533912881077
968,Daniel_Zelman_0001.jpg,0,-24.0,74.582117256973
930,Costas_Simitis_0004.jpg,0,-20.0,68.54395200454512
2382,John_Bolton_0015.jpg,1,-7.0,66.70754873943075
3663,Phil_Bennett_0001.jpg,3,-14.666666666666666,71.94337239926921
1066,Derek_Jeter_0001.jpg,1,-7.333333333333333,71.11465625249153
4709,William_Hochul_0001.jpg,1,-10.666666666666666,72.09045674211806
2865,Linda_Amicangioli_0001.jpg,0,-14.666666666666666,81.02960392845796
4265,Steve_Fehr_0001.jpg,1,-10.333333333333334,72.17563760965234
3136,Megawati_Sukarnoputri_0007.jpg,1,-11.0,67.73789936498345
4770,Yoriko_Kawaguchi_0009.jpg,0,-27.666666666666668,72.25826241952731
3795,Renee_Zellweger_0014.jpg,0,-5.666666666666667,56.13640587011107
1247,Elton_John_0003.jpg,0,-23.666666666666668,66.00782596204253
4180,Sheryl_Crow_0005.jpg,0,-23.666666666666668,68.96299657202965
2877,Lindsay_Davenport_0020.jpg,1,-18.0,52.5097721173885
2559,Julianne_Moore_0019.jpg,0,-27.666666666666668,70.90114621500894
607,Cameron_Diaz_0004.jpg,0,-24.666666666666668,74.36930025265268
2823,Lenny_Wilkens_0001.jpg,2,-15.0,70.25383105957079
2401,John_Jumper_0001.jpg,1,-3.6666666666666665,78.02452397054692
3282,Mikhail_Wehbe_0002.jpg,1,-8.333333333333334,64.15559117405694
868,Colin_Powell_0150.jpg,1,-10.333333333333334,61.944159821456594
297,Antonio_Palocci_0004.jpg,1,-4.333333333333333,55.3006293099466
1678,Gonzalo_Sanchez_de_Lozada_0011.jpg,0,-29.0,63.12095853656213
4401,Tina_Brown_0001.jpg,0,-22.666666666666668,75.2978701385693
617,Carin_Koch_0001.jpg,0,-28.0,71.20734168876567
4205,Silvio_Berlusconi_0030.jpg,0,-9.0,74.24833541176992
580,Britney_Spears_0004.jpg,0,-22.0,72.44783948722542
1539,George_W_Bush_0375.jpg,1,-10.0,70.17955376344301
1938,Imad_Khadduri_0001.jpg,1,-1.3333333333333333,66.65962188845224
2904,Lleyton_Hewitt_0020.jpg,0,-10.0,72.48444529475674
4415,Tommy_Franks_0006.jpg,3,-8.0,67.20282043481855
2990,Mahmoud_Abbas_0009.jpg,1,0.6666666666666666,58.25135882104613
1399,Gary_Forsee_0001.jpg,1,-1.3333333333333333,63.728081583811566
1656,Gloria_Macapagal_Arroyo_0013.jpg,0,-17.666666666666668,70.71313245837808
1468,George_W_Bush_0114.jpg,0,-5.0,58.386738611389646
3215,Michael_Powell_0002.jpg,1,-17.0,64.94462973022362
1127,Donald_Rumsfeld_0035.jpg,1,-4.666666666666667,67.70244695378013
330,Ariel_Sharon_0060.jpg,0,-16.333333333333332,85.43297520627006
2681,Kim_Clijsters_0014.jpg,0,-3.0,54.63350683604478
4529,Tony_Blair_0116.jpg,1,-17.0,86.75098720058934
749,Christian_Longo_0001.jpg,1,-7.666666666666667,61.589713589764365
2978,Mahathir_Mohamad_0005.jpg,1,-9.333333333333334,65.22512418738286
4547,Tony_Curtis_0002.jpg,0,-15.0,78.01964141398487
35,Adrien_Brody_0006.jpg,0,-33.333333333333336,79.84851845622421
2695,Kim_Ryong-sung_0009.jpg,0,-4.666666666666667,69.0908662133979
1175,Doug_Moe_0001.jpg,0,-33.666666666666664,82.09843551607334
2202,Jennifer_Garner_0012.jpg,0,-31.666666666666668,75.17326008057564
4277,Steve_Zahn_0001.jpg,0,-25.333333333333332,69.29427369402183
893,Colin_Powell_0191.jpg,1,-9.333333333333334,75.95029448154833
3930,Rod_Blagojevich_0002.jpg,1,-14.333333333333334,77.86684857669815
2887,Lisa_Ling_0002.jpg,0,-11.0,80.08722807255862
3956,Roh_Moo-hyun_0023.jpg,0,-15.0,71.72811567199204
4015,Russell_Simmons_0003.jpg,0,-27.666666666666668,83.03270007657777
3116,Matthew_Perry_0002.jpg,1,-8.333333333333334,70.02084773584978
1732,Gwen_Stefani_0001.jpg,0,-25.333333333333332,71.16570926183822
4153,Se_Hyuk_Joo_0001.jpg,1,-21.333333333333332,72.96682572038708
1721,Guillermo_Ortiz_0001.jpg,0,-1.3333333333333333,66.73793840197138
4144,Sergio_Garcia_0001.jpg,0,-27.0,70.95479121379876
2080,Jane_Fonda_0001.jpg,0,-30.333333333333332,74.06104427124096
523,Bob_Hope_0003.jpg,0,-6.0,64.14361319871878
493,Bill_Nelson_0002.jpg,1,-2.0,63.499776925200095
811,Colin_Farrell_0005.jpg,1,-13.666666666666666,71.4528330644851
4389,Tim_Curry_0001.jpg,0,-25.666666666666668,83.63719744137624
1810,Heidi_Fleiss_0002.jpg,1,-18.0,78.06517605695109
2547,Julianne_Moore_0001.jpg,0,-42.333333333333336,81.91016605262236
2534,Juan_Pablo_Montoya_0003.jpg,0,-3.6666666666666665,61.501853152376384
3285,Mikhail_Youzhny_0003.jpg,0,-9.666666666666666,66.10788929985331
3257,Mike_Krzyzewski_0004.jpg,1,-7.0,53.50423009826704
2665,Kevin_Spacey_0002.jpg,0,-19.333333333333332,76.07295516095333
2767,Larry_Johnson_0001.jpg,0,-20.666666666666668,73.92934910554501
3087,Martin_Rodriguez_0001.jpg,2,-41.333333333333336,88.69872538026148
3887,Robert_Bonner_0001.jpg,0,1.6666666666666667,53.40774999487968
439,Bernardo_Segura_0001.jpg,0,-9.666666666666666,67.84264882800494
673,Carson_Daly_0002.jpg,0,-1.0,64.58869401422874
1927,Ignacio_Antonio_Velasco_0001.jpg,1,-5.333333333333333,58.622341611250576
3775,Recep_Tayyip_Erdogan_0008.jpg,0,-11.666666666666666,63.41741387310697
2452,John_Wolf_0002.jpg,0,-22.0,85.60849265020867
49,Ainsworth_Dyer_0001.jpg,1,-0.6666666666666666,74.72824179055242
2746,Lana_Clarkson_0001.jpg,0,-36.666666666666664,86.4269047322169
2742,Kyoko_Nakayama_0001.jpg,1,-6.666666666666667,67.41345374385398
2809,LeBron_James_0005.jpg,0,-25.666666666666668,74.82806272106899
3758,Ray_Evernham_0001.jpg,0,-37.333333333333336,85.45482451489777
4112,Serena_Williams_0010.jpg,3,-46.0,95.18339609792018
3778,Recep_Tayyip_Erdogan_0015.jpg,1,-8.666666666666666,63.63231215757473
2078,Janet_Thorpe_0001.jpg,1,0.3333333333333333,50.173369413164735
3369,Naomi_Watts_0013.jpg,0,-25.333333333333332,81.18869526451529
1210,Edward_Flynn_0001.jpg,1,-2.6666666666666665,66.15620604762579
1779,Hans_Blix_0019.jpg,1,-4.0,59.5878378855571
4527,Tony_Blair_0110.jpg,2,-14.666666666666666,81.68598755162196
1344,Fidel_Castro_0015.jpg,1,-9.0,55.04852569924921
222,Andre_Agassi_0030.jpg,0,-5.666666666666667,68.98732707952857
928,Corinne_Coman_0002.jpg,0,-22.0,74.08072288699812
3421,Nestor_Kirchner_0033.jpg,0,1.3333333333333333,55.85934510881915
1632,Gerry_Kelly_0001.jpg,1,-17.666666666666668,76.76499042092858
3274,Mike_Weir_0009.jpg,1,-16.0,71.60126186522162
3105,Mary_Tyler_Moore_0001.jpg,0,-2.3333333333333335,65.4445223863741
4421,Tommy_Shane_Steiner_0001.jpg,0,-23.666666666666668,61.0420344848404
2185,Jennifer_Capriati_0015.jpg,3,-19.333333333333332,78.74667016632347
941,Cruz_Bustamante_0004.jpg,0,-12.666666666666666,59.25393457801581
3347,Nadia_Petrova_0004.jpg,0,-47.0,71.04923758141007
1937,Ilie_Nastase_0001.jpg,1,-8.333333333333334,67.73569161590602
4734,Winona_Ryder_0019.jpg,1,-1.6666666666666667,67.13883900114854
4387,Tim_Conway_0003.jpg,2,-0.3333333333333333,72.6351055896103
4220,Sophia_Loren_0006.jpg,0,-22.0,64.90026451340574
2551,Julianne_Moore_0007.jpg,0,-1.3333333333333333,61.16408599190308
110,Alex_Corretja_0001.jpg,1,-5.666666666666667,65.28031286233886
4400,Tim_Salmon_0001.jpg,1,-9.333333333333334,65.02562710140361
3646,Peter_Ueberroth_0001.jpg,1,-2.0,57.344842942593594
2150,Jean_Chretien_0011.jpg,0,-23.666666666666668,72.41785257774715
2145,Jean_Charest_0009.jpg,1,-2.3333333333333335,65.95544789679194
2442,John_Snow_0008.jpg,1,-15.666666666666666,77.63375833054812
1145,Donald_Rumsfeld_0089.jpg,0,-27.666666666666668,76.99155123737745
2258,Jessica_Alba_0001.jpg,0,-31.0,83.17177216532727
3361,Nan_Wang_0004.jpg,0,-36.333333333333336,80.66394173693591
3901,Robert_Hyatt_0001.jpg,0,-8.333333333333334,69.73115079362637
913,Colin_Powell_0233.jpg,1,-6.0,81.80617864838759
4518,Tony_Blair_0089.jpg,1,-8.0,67.96689416489578
4101,Sebastien_Grosjean_0001.jpg,1,-11.0,73.99780519049453
175,Al_Sharpton_0005.jpg,2,-36.666666666666664,79.98837096490574
136,Allan_Wagner_0001.jpg,1,-6.0,69.42298015074246
1920,Ian_Thorpe_0005.jpg,0,-22.666666666666668,75.78556583954082
1985,Jacques_Chirac_0011.jpg,1,-2.0,62.92969246525542
3975,Ronald_Post_0001.jpg,1,3.0,65.84797553723986
2426,John_Negroponte_0024.jpg,1,-13.333333333333334,69.08717256839225
3495,Olympia_Dukakis_0001.jpg,0,-9.666666666666666,60.79907098691535
1486,George_W_Bush_0207.jpg,0,-20.333333333333332,72.99007196555112
2864,Lincoln_Chafee_0001.jpg,1,-11.666666666666666,70.36956325376725
27,Adel_Al-Jubeir_0003.jpg,1,-3.3333333333333335,55.53162578151045
573,Brian_StPierre_0001.jpg,1,-21.333333333333332,71.73418016403497
4055,Samuel_Waksal_0003.jpg,1,-6.333333333333333,74.67245807397592
2155,Jean_Chretien_0026.jpg,1,-29.0,78.00419344818411
1581,Georgina_Bardach_0001.jpg,0,-13.0,57.171910750758826
1973,Jack_Straw_0016.jpg,0,-3.3333333333333335,56.40403745456942
2702,King_Abdullah_II_0001.jpg,0,-25.0,73.01651706775584
2341,Johannes_Rau_0001.jpg,0,-16.333333333333332,59.11225099751387
3621,Pervez_Musharraf_0006.jpg,0,-3.0,58.07458514226655
281,Ann_Veneman_0011.jpg,1,-3.3333333333333335,72.36167152015155
199,Ana_Palacio_0002.jpg,1,-3.3333333333333335,63.89969025922516
3062,Mark_Richt_0001.jpg,1,-6.666666666666667,63.24218840666149
3610,Pedro_Malan_0005.jpg,0,-13.0,68.1745070264868
4629,Vicente_Fox_0015.jpg,0,-13.666666666666666,71.58903885672069
3922,Rob_Niedermayer_0001.jpg,1,2.6666666666666665,51.60701457444712
2310,Joan_Laporta_0005.jpg,0,-26.0,76.82600240367007
2609,Kate_Burton_0001.jpg,0,-25.333333333333332,72.50252948695599
2920,Lori_Berenson_0001.jpg,1,-2.6666666666666665,61.791809529366404
1761,Hamid_Karzai_0012.jpg,0,-14.333333333333334,71.72089127774933
4316,Takeshi_Kitano_0001.jpg,0,-0.3333333333333333,74.56909808542245
346,Ari_Fleischer_0011.jpg,1,1.6666666666666667,58.27040682386459
3409,Nestor_Kirchner_0006.jpg,0,-16.666666666666668,71.09423573449033
1097,Dick_Posthumus_0001.jpg,0,-15.333333333333334,65.22480754307475
1491,George_W_Bush_0214.jpg,0,-4.0,64.51568302669813
2713,Kofi_Annan_0005.jpg,1,-2.6666666666666665,72.80496057094616
476,Bill_Gates_0008.jpg,0,-18.333333333333332,73.15979010045922
196,Ana_Claudia_Talancon_0001.jpg,0,-16.333333333333332,72.92922251429665
3877,Roberto_Lavagna_0001.jpg,1,-4.666666666666667,76.33851150697365
3818,Richard_Crenna_0002.jpg,0,-25.333333333333332,81.39368981815811
1930,Igor_Ivanov_0004.jpg,1,-1.3333333333333333,52.938010526251446
2726,Koichiro_Matsuura_0001.jpg,1,-3.3333333333333335,55.81748944576136
1989,Jacques_Chirac_0028.jpg,1,-1.3333333333333333,68.06369459918665
3733,Raja_Ramani_0001.jpg,1,-8.333333333333334,57.819329181421836
2035,James_Hill_0001.jpg,1,-6.666666666666667,68.15963414399758
1812,Heidi_Klum_0003.jpg,0,-34.0,81.5695618819026
974,Dan_Bartlett_0001.jpg,1,-22.0,48.64892814176446
899,Colin_Powell_0197.jpg,1,-6.333333333333333,82.36967923388693
2217,Jennifer_Lopez_0021.jpg,0,-28.0,77.56934753155133
4454,Tom_Harkin_0003.jpg,1,-6.333333333333333,69.80252824810138
1356,Francis_Mer_0001.jpg,1,-9.333333333333334,63.94197466897213
2070,Janette_Husarova_0001.jpg,0,-30.333333333333332,80.2807573457052
2296,Jiri_Novak_0002.jpg,0,-1.0,53.55281081990752
204,Andrea_De_Cruz_0001.jpg,0,-4.333333333333333,66.51626814047552
1181,Dustin_Brown_0001.jpg,0,-26.333333333333332,67.25114320943382
1129,Donald_Rumsfeld_0045.jpg,0,-22.0,79.80941967498657
1289,Ernie_Els_0004.jpg,0,-24.333333333333332,71.08063857289687
1436,George_Roy_Hill_0001.jpg,0,-16.0,69.15088218468665
1361,Franco_Frattini_0001.jpg,1,-2.0,70.10855707462895
2723,Kofi_Annan_0027.jpg,1,-2.6666666666666665,74.48606207141425
1763,Hamid_Karzai_0021.jpg,1,-2.0,59.86930691125964
296,Antonio_Catania_0001.jpg,1,-3.3333333333333335,74.42636452913861
1329,Ferenc_Madl_0001.jpg,1,-25.333333333333332,63.19645352988034
3862,Rick_Wagoner_0001.jpg,0,-24.0,79.86595739436815
966,Daniel_Radcliffe_0001.jpg,0,-16.0,77.45357187275323
311,Ariel_Sharon_0013.jpg,1,-2.0,63.63141661106404
4374,Thomas_Stewart_0001.jpg,1,-3.0,63.539844595427454
4517,Tony_Blair_0088.jpg,0,-34.0,85.30288114209198
458,Billy_Crystal_0001.jpg,0,-23.333333333333332,73.93951516688615
3779,Recep_Tayyip_Erdogan_0016.jpg,1,-21.666666666666668,76.7119339118645
4711,William_Hyde_0001.jpg,0,-21.0,76.44878224163138
3398,Nathalie_Gagnon_0001.jpg,2,-31.0,83.44660482249343
4295,Svend_Aage_Jensby_0001.jpg,1,0.3333333333333333,53.57017880400834
3810,Ricardo_Sanchez_0006.jpg,0,-1.0,61.843776418172425
4437,Tom_Craddick_0003.jpg,1,-12.0,58.25719470841448
2539,Jude_Law_0001.jpg,1,3.0,57.5932690974277
2271,Jiang_Zemin_0015.jpg,0,-9.333333333333334,64.32857406453583
290,Anthony_Scott_Miller_0001.jpg,0,-6.0,57.1427899468216
2268,Jiang_Zemin_0011.jpg,1,1.0,54.94258169887017
4641,Vincent_Brooks_0005.jpg,1,-2.0,66.70319789182928
1712,Guillermo_Coria_0004.jpg,0,-5.0,70.18566116288976
988,Darrell_Porter_0002.jpg,1,-2.0,66.54806293146929
3915,Robert_Witt_0002.jpg,1,-1.0,58.02318956832399
198,Ana_Isabel_Sanchez_0001.jpg,1,-0.6666666666666666,64.13761831441032
377,Ashton_Kutcher_0003.jpg,1,-0.3333333333333333,68.82408873578655
3053,Mark_Gangloff_0001.jpg,0,-22.666666666666668,69.95759034134024
74,Albrecht_Mentz_0002.jpg,1,6.0,53.659836262158514
