,image,emotion
842,Colin_Powell_0073.jpg,NEUTRAL
651,Carlos_Moya_0014.jpg,NEUTRAL
4029,Rudi_Voeller_0001.jpg,HAPPINESS
812,Clint_Eastwood_0003.jpg,NEUTRAL
216,Andre_Agassi_0001.jpg,NEUTRAL
2298,Jim_Bunning_0001.jpg,NEUTRAL
3550,Pak_Gil_Yon_0001.jpg,NEUTRAL
1612,Gerhard_Schroeder_0015.jpg,HAPPINESS
3805,Recep_Tayyip_Erdogan_0008.jpg,HAPPINESS
342,Ari_Fleischer_0002.jpg,NEUTRAL
567,Brian_Cashman_0001.jpg,HAPPINESS
3677,Pete_Carroll_0003.jpg,SURPRISE
3775,Ralph_Sampson_0001.jpg,HAPPINESS
4654,Venus_Williams_0016.jpg,NEUTRAL
1269,Emmanuelle_Beart_0002.jpg,NEUTRAL
649,Carlos_Moya_0007.jpg,NEUTRAL
3306,Mikhail_Wehbe_0001.jpg,NEUTRAL
2832,Lee_Soo-hyuck_0002.jpg,NEUTRAL
4357,Tamara_Stokes_0001.jpg,NEUTRAL
3367,Mukhtar_Alytnbayev_0001.jpg,NEUTRAL
3060,Marina_Anissina_0002.jpg,HAPPINESS
76,Albrecht_Mentz_0002.jpg,NEUTRAL
808,Claudio_Ranieri_0001.jpg,NEUTRAL
4751,William_Jackson_0001.jpg,NEUTRAL
30,Adolfo_Aguilar_Zinser_0002.jpg,NEUTRAL
1151,Donald_Rumsfeld_0073.jpg,NEUTRAL
4446,Tomas_Malik_0001.jpg,HAPPINESS
3040,Mariah_Carey_0005.jpg,HAPPINESS
4077,Salman_Rushdie_0003.jpg,HAPPINESS
4832,Zoran_Djindjic_0001.jpg,NEUTRAL
2391,John_Ashcroft_0049.jpg,NEUTRAL
2307,Jim_Otto_0001.jpg,HAPPINESS
4754,William_Martin_0001.jpg,NEUTRAL
2919,Lleyton_Hewitt_0012.jpg,SURPRISE
80,Alejandro_Atchugarry_0001.jpg,NEUTRAL
4541,Tony_Blair_0065.jpg,HAPPINESS
4575,Tony_Blair_0133.jpg,HAPPINESS
1856,Hillary_Clinton_0002.jpg,NEUTRAL
2921,Lleyton_Hewitt_0019.jpg,HAPPINESS
1103,Dick_Cheney_0011.jpg,HAPPINESS
1880,Hosni_Mubarak_0008.jpg,HAPPINESS
2078,James_Wolfensohn_0005.jpg,HAPPINESS
1592,George_W_Bush_0523.jpg,NEUTRAL
334,Ariel_Sharon_0061.jpg,HAPPINESS
1800,Hans_Blix_0027.jpg,NEUTRAL
1355,Fidel_Castro_0010.jpg,NEUTRAL
429,Benjamin_Martinez_0001.jpg,HAPPINESS
1460,George_W_Bush_0033.jpg,NEUTRAL
1186,Doug_Melvin_0002.jpg,HAPPINESS
3142,Matt_Damon_0003.jpg,HAPPINESS
3794,Ray_Romano_0005.jpg,HAPPINESS
4650,Venus_Williams_0011.jpg,HAPPINESS
3184,Mel_Karmazin_0001.jpg,HAPPINESS
941,Cristiano_da_Matta_0001.jpg,NEUTRAL
965,Daniell_Sunjata_0001.jpg,HAPPINESS
2532,Joshua_Davey_0001.jpg,HAPPINESS
2402,John_Edwards_0004.jpg,NEUTRAL
516,Bob_Dole_0002.jpg,HAPPINESS
2744,Kristanna_Loken_0001.jpg,HAPPINESS
759,Christina_Aguilera_0003.jpg,HAPPINESS
1966,Ismael_Miranda_0001.jpg,HAPPINESS
2726,Kit_Bond_0001.jpg,HAPPINESS
3029,Marco_Antonio_Barrera_0002.jpg,HAPPINESS
3132,Mathias_Reichhold_0001.jpg,HAPPINESS
1925,Hu_Jintao_0010.jpg,NEUTRAL
144,Allyson_Felix_0004.jpg,NEUTRAL
4003,Ronaldo_Luis_Nazario_de_Lima_0004.jpg,HAPPINESS
4453,Tommy_Franks_0009.jpg,NEUTRAL
907,Colin_Powell_0198.jpg,NEUTRAL
1118,Dolma_Tsering_0002.jpg,HAPPINESS
1129,Donald_Rumsfeld_0004.jpg,HAPPINESS
3420,Natasha_Lyonne_0001.jpg,HAPPINESS
3153,Megan_Mullally_0002.jpg,SURPRISE
3690,Philippe_Noiret_0001.jpg,HAPPINESS
1234,Einars_Repse_0001.jpg,NEUTRAL
2780,Larry_Ellison_0002.jpg,NEUTRAL
3577,Pat_Summerall_0001.jpg,HAPPINESS
3947,Robert_Witt_0002.jpg,NEUTRAL
4020,Roy_Chaderton_0001.jpg,HAPPINESS
532,Bob_Huggins_0002.jpg,HAPPINESS
7,Abdullah_0004.jpg,NEUTRAL
1584,George_W_Bush_0490.jpg,HAPPINESS
1784,Hank_Azaria_0001.jpg,HAPPINESS
1191,Duane_Lee_Chapman_0001.jpg,NEUTRAL
313,Ariel_Sharon_0011.jpg,HAPPINESS
4494,Tom_OBrien_0001.jpg,HAPPINESS
2219,Jennifer_Keller_0004.jpg,NEUTRAL
1119,Dominick_Dunne_0001.jpg,NEUTRAL
3662,Peter_Albertsen_0001.jpg,NEUTRAL
4622,Vadim_Strogalev_0001.jpg,NEUTRAL
1736,Guillermo_Ortiz_0001.jpg,HAPPINESS
1586,George_W_Bush_0499.jpg,NEUTRAL
4210,Sheryl_Crow_0002.jpg,HAPPINESS
118,Alfonso_Cuaron_0001.jpg,NEUTRAL
902,Colin_Powell_0193.jpg,NEUTRAL
21,Abdullah_Gul_0019.jpg,NEUTRAL
4702,Vladimir_Putin_0036.jpg,NEUTRAL
3838,Ricardo_Sanchez_0002.jpg,NEUTRAL
1,Aaron_Sorkin_0001.jpg,HAPPINESS
220,Andre_Agassi_0016.jpg,HAPPINESS
2280,Jiang_Zemin_0006.jpg,HAPPINESS
4815,Yuri_Luzhkov_0001.jpg,NEUTRAL
4527,Tony_Blair_0034.jpg,NEUTRAL
751,Chok_Tong_Goh_0002.jpg,HAPPINESS
4147,Serena_Williams_0017.jpg,NEUTRAL
1414,Gary_Gitnick_0001.jpg,HAPPINESS
2504,Joseph_Estrada_0001.jpg,NEUTRAL
755,Christian_Longo_0001.jpg,NEUTRAL
1461,George_W_Bush_0039.jpg,NEUTRAL
1758,Halle_Berry_0010.jpg,HAPPINESS
1498,George_W_Bush_0197.jpg,HAPPINESS
432,Ben_Affleck_0004.jpg,HAPPINESS
1986,Jack_Straw_0014.jpg,NEUTRAL
3654,Pervez_Musharraf_0010.jpg,HAPPINESS
2823,LeAnn_Rimes_0001.jpg,HAPPINESS
1170,Donna_Brazile_0001.jpg,HAPPINESS
1990,Jack_Straw_0020.jpg,NEUTRAL
3982,Roh_Moo-hyun_0008.jpg,SADNESS
411,Barbra_Streisand_0002.jpg,HAPPINESS
2195,Jennifer_Capriati_0006.jpg,HAPPINESS
2942,Luciano_Pavarotti_0003.jpg,HAPPINESS
62,Alan_Greenspan_0003.jpg,SURPRISE
108,Alexandra_Vodjanikova_0002.jpg,HAPPINESS
1405,Gabriel_Valdes_0001.jpg,HAPPINESS
4716,Walter_Mondale_0009.jpg,HAPPINESS
3996,Rollie_Massimino_0001.jpg,SADNESS
3857,Richard_Hellfant_0001.jpg,HAPPINESS
4668,Vicente_Fox_0017.jpg,HAPPINESS
2622,Karin_Viard_0001.jpg,HAPPINESS
3984,Roh_Moo-hyun_0013.jpg,HAPPINESS
685,Cate_Blanchett_0001.jpg,HAPPINESS
2308,Jim_Sterk_0001.jpg,NEUTRAL
1131,Donald_Rumsfeld_0009.jpg,HAPPINESS
4542,Tony_Blair_0067.jpg,HAPPINESS
4472,Tom_Coverdale_0002.jpg,NEUTRAL
1942,Ignacio_Antonio_Velasco_0001.jpg,NEUTRAL
2804,Laura_Bush_0026.jpg,HAPPINESS
3165,Megawati_Sukarnoputri_0021.jpg,HAPPINESS
3324,Mitch_Kupchak_0001.jpg,NEUTRAL
346,Ari_Fleischer_0007.jpg,NEUTRAL
3139,Matthias_Sammer_0001.jpg,NEUTRAL
2365,John_Abizaid_0001.jpg,NEUTRAL
4596,Trent_Lott_0013.jpg,NEUTRAL
2489,Jorge_Valdano_0002.jpg,SURPRISE
919,Colin_Powell_0232.jpg,NEUTRAL
3585,Pauline_Phillips_0001.jpg,HAPPINESS
2109,Jaromir_Jagr_0001.jpg,HAPPINESS
988,Dan_Reeves_0001.jpg,NEUTRAL
4317,Sue_Johnston_0001.jpg,NEUTRAL
1441,George_McCloud_0001.jpg,HAPPINESS
3928,Robert_F_Kennedy_Jr_0001.jpg,NEUTRAL
2396,John_Bolton_0010.jpg,NEUTRAL
1901,Hugo_Chavez_0050.jpg,HAPPINESS
3941,Robert_Redford_0002.jpg,NEUTRAL
4530,Tony_Blair_0039.jpg,NEUTRAL
2798,Laura_Bush_0015.jpg,HAPPINESS
4648,Venus_Williams_0008.jpg,SADNESS
433,Ben_Betts_0001.jpg,NEUTRAL
161,Alvaro_Uribe_0021.jpg,NEUTRAL
4324,Susilo_Bambang_Yudhoyono_0002.jpg,NEUTRAL
2999,Mahathir_Mohamad_0006.jpg,SURPRISE
1231,Ed_Sullivan_0001.jpg,NEUTRAL
3054,Maria_Wetterstrand_0001.jpg,HAPPINESS
2761,Laila_Ali_0003.jpg,HAPPINESS
1629,Gerhard_Schroeder_0080.jpg,HAPPINESS
130,Ali_Ahmeti_0001.jpg,NEUTRAL
4161,Serena_Williams_0049.jpg,NEUTRAL
3347,Mohammed_Baqir_al-Hakim_0002.jpg,HAPPINESS
2431,John_McCain_0004.jpg,NEUTRAL
3008,Mahmoud_Abbas_0004.jpg,HAPPINESS
2703,Kim_Jong-Il_0002.jpg,NEUTRAL
3969,Rogerio_Romero_0002.jpg,HAPPINESS
2337,Joe_Crede_0001.jpg,HAPPINESS
899,Colin_Powell_0190.jpg,NEUTRAL
2487,Jorge_Rodolfo_Canicoba_Corral_0002.jpg,NEUTRAL
2847,Leonardo_DiCaprio_0009.jpg,NEUTRAL
991,Dario_Camuffo_0001.jpg,NEUTRAL
3293,Mike_Tyson_0002.jpg,HAPPINESS
2152,Jean-Pierre_Raffarin_0007.jpg,NEUTRAL
122,Alicia_Silverstone_0001.jpg,HAPPINESS
3486,Nicole_Kidman_0011.jpg,HAPPINESS
884,Colin_Powell_0159.jpg,NEUTRAL
4199,Shaul_Mofaz_0001.jpg,HAPPINESS
3415,Natalie_Maines_0005.jpg,HAPPINESS
1367,Francis_George_0001.jpg,NEUTRAL
4747,William_Harrison_0001.jpg,NEUTRAL
2557,Judy_Locy_0001.jpg,HAPPINESS
1907,Hugo_Chavez_0067.jpg,NEUTRAL
160,Alvaro_Uribe_0020.jpg,HAPPINESS
3384,Nancy_Reagan_0001.jpg,HAPPINESS
2468,Jolanta_Kwasniewski_0001.jpg,HAPPINESS
3148,Maureen_Fanning_0001.jpg,NEUTRAL
1449,George_Robertson_0020.jpg,HAPPINESS
156,Alvaro_Uribe_0010.jpg,NEUTRAL
4100,Sarah_Hughes_0001.jpg,HAPPINESS
4829,Zhu_Rongji_0003.jpg,HAPPINESS
4485,Tom_DeLay_0001.jpg,SURPRISE
1491,George_W_Bush_0162.jpg,NEUTRAL
454,Betty_Williams_0001.jpg,HAPPINESS
1552,George_W_Bush_0374.jpg,NEUTRAL
1646,Gerry_Kelly_0001.jpg,NEUTRAL
551,Brad_Garrett_0002.jpg,HAPPINESS
2126,Javier_Solana_0008.jpg,HAPPINESS
1719,Guenter_Verheugen_0001.jpg,NEUTRAL
3874,Richard_Rodriguez_0001.jpg,HAPPINESS
2749,Kristin_Davis_0003.jpg,HAPPINESS
1388,Franz_Muentefering_0001.jpg,HAPPINESS
3447,Nestor_Kirchner_0024.jpg,HAPPINESS
1213,Eduardo_Duhalde_0006.jpg,HAPPINESS
4407,Thomas_OBrien_0001.jpg,NEUTRAL
2754,Kweisi_Mfume_0001.jpg,NEUTRAL
4437,Tim_Salmon_0001.jpg,NEUTRAL
1947,Igor_Ivanov_0011.jpg,NEUTRAL
602,Bud_Selig_0003.jpg,NEUTRAL
852,Colin_Powell_0097.jpg,NEUTRAL
1775,Hamid_Karzai_0011.jpg,HAPPINESS
2733,Kofi_Annan_0013.jpg,HAPPINESS
469,Bill_Clinton_0005.jpg,HAPPINESS
415,Barry_Switzer_0001.jpg,NEUTRAL
3707,Pierre_Png_0001.jpg,HAPPINESS
2240,Jeong_Se-hyun_0003.jpg,NEUTRAL
2952,Luis_Ernesto_Derbez_Bautista_0004.jpg,NEUTRAL
3248,Michael_Wayne_0001.jpg,HAPPINESS
1089,Diana_Munz_0002.jpg,HAPPINESS
1276,Emmit_Smith_0001.jpg,NEUTRAL
1756,Halle_Berry_0007.jpg,HAPPINESS
2184,Jeff_George_0001.jpg,HAPPINESS
4175,Serge_Tchuruk_0001.jpg,NEUTRAL
3052,Maria_Shriver_0003.jpg,HAPPINESS
3981,Roh_Moo-hyun_0005.jpg,HAPPINESS
2335,Joey_Buttafuoco_0001.jpg,NEUTRAL
1160,Donald_Rumsfeld_0096.jpg,NEUTRAL
4498,Tom_Ridge_0010.jpg,NEUTRAL
464,Billy_Sollie_0001.jpg,NEUTRAL
1255,Elliott_Mincberg_0001.jpg,HAPPINESS
2918,Lleyton_Hewitt_0008.jpg,NEUTRAL
2702,Kim_Jin-sun_0002.jpg,HAPPINESS
4785,Xavier_Malisse_0003.jpg,NEUTRAL
591,Britney_Spears_0014.jpg,HAPPINESS
1642,Gerry_Adams_0002.jpg,NEUTRAL
254,Angelina_Jolie_0015.jpg,HAPPINESS
1227,Edwina_Currie_0004.jpg,HAPPINESS
1079,Derrick_Battie_0001.jpg,NEUTRAL
624,Carla_Del_Ponte_0002.jpg,NEUTRAL
178,Al_Sharpton_0005.jpg,SURPRISE
837,Colin_Powell_0055.jpg,ANGER
78,Alec_Baldwin_0003.jpg,NEUTRAL
772,Christopher_Speer_0001.jpg,NEUTRAL
3568,Patricia_Phillips_0001.jpg,HAPPINESS
2740,Kofi_Annan_0031.jpg,NEUTRAL
3123,Mary_Landrieu_0001.jpg,HAPPINESS
3754,Rafael_Bielsa_0001.jpg,NEUTRAL
4403,Theresa_May_0002.jpg,NEUTRAL
684,Casy_Preslar_0001.jpg,SURPRISE
2514,Jose_Manuel_Durao_Barroso_0005.jpg,NEUTRAL
524,Bob_Herz_0001.jpg,HAPPINESS
1995,Jacqueline_Obradors_0002.jpg,HAPPINESS
2905,Lisa_Marie_Presley_0002.jpg,HAPPINESS
3299,Mike_Weir_0009.jpg,NEUTRAL
111,Alexis_Dennisoff_0001.jpg,HAPPINESS
3995,Rolf_Zimmermann_0001.jpg,HAPPINESS
1267,Emily_Robison_0001.jpg,HAPPINESS
331,Ariel_Sharon_0058.jpg,NEUTRAL
2351,Joe_Mendes_0001.jpg,NEUTRAL
1308,Estella_Warren_0001.jpg,HAPPINESS
3261,Michelle_Lecky_0001.jpg,HAPPINESS
86,Alejandro_Toledo_0003.jpg,NEUTRAL
324,Ariel_Sharon_0044.jpg,NEUTRAL
3319,Mira_Sorvino_0001.jpg,HAPPINESS
1585,George_W_Bush_0495.jpg,HAPPINESS
400,Azra_Akin_0002.jpg,HAPPINESS
4501,Tom_Ridge_0024.jpg,NEUTRAL
2495,Joschka_Fischer_0012.jpg,NEUTRAL
3972,Roger_Federer_0002.jpg,HAPPINESS
255,Angelina_Jolie_0018.jpg,HAPPINESS
696,Celine_Dion_0006.jpg,HAPPINESS
2793,Lars_Von_Trier_0001.jpg,NEUTRAL
4448,Tommy_Franks_0001.jpg,NEUTRAL
219,Andre_Agassi_0015.jpg,HAPPINESS
858,Colin_Powell_0117.jpg,NEUTRAL
2034,James_Blake_0011.jpg,NEUTRAL
4633,Valery_Giscard_dEstaing_0006.jpg,HAPPINESS
2891,Lindsay_Davenport_0006.jpg,ANGER
4107,Sarah_Weddington_0001.jpg,HAPPINESS
503,Bill_Simon_0007.jpg,NEUTRAL
4229,Silvio_Berlusconi_0010.jpg,NEUTRAL
4000,Roman_Polanski_0004.jpg,HAPPINESS
3185,Meryl_Streep_0004.jpg,HAPPINESS
3511,Norio_Ohga_0001.jpg,HAPPINESS
1704,Graeme_Lloyd_0001.jpg,NEUTRAL
4610,Tyra_Banks_0001.jpg,NEUTRAL
28,Adel_Al-Jubeir_0003.jpg,NEUTRAL
3740,Queen_Elizabeth_II_0011.jpg,HAPPINESS
1060,Della_Clara_0001.jpg,HAPPINESS
2821,Leander_Paes_0002.jpg,NEUTRAL
3768,Ralf_Schumacher_0008.jpg,HAPPINESS
1504,George_W_Bush_0213.jpg,HAPPINESS
173,Al_Gore_0006.jpg,NEUTRAL
4118,Scott_Rudin_0001.jpg,HAPPINESS
57,Akiko_Morigami_0001.jpg,NEUTRAL
3949,Robert_Zoellick_0004.jpg,NEUTRAL
2834,Lela_Rochon_0001.jpg,HAPPINESS
3247,Michael_Stark_0001.jpg,HAPPINESS
424,Benazir_Bhutto_0001.jpg,NEUTRAL
2982,Lynn_Abraham_0002.jpg,NEUTRAL
4810,Yoriko_Kawaguchi_0009.jpg,HAPPINESS
3526,Omar_Sharif_0003.jpg,HAPPINESS
3090,Marta_Dominguz_0001.jpg,HAPPINESS
3885,Ricky_Quick_0001.jpg,SURPRISE
4763,Will_Young_0001.jpg,HAPPINESS
613,Cameron_Diaz_0006.jpg,HAPPINESS
1387,Franz_Gsell_0001.jpg,HAPPINESS
2437,John_Negroponte_0011.jpg,NEUTRAL
4788,Yale_Kamisar_0001.jpg,HAPPINESS
4782,Wu_Yi_0003.jpg,HAPPINESS
3636,Pedro_Almodovar_0001.jpg,HAPPINESS
4377,Ted_Christopher_0001.jpg,HAPPINESS
2197,Jennifer_Capriati_0009.jpg,ANGER
2154,Jean-Sebastien_Giguere_0002.jpg,NEUTRAL
1003,Dave_Potter_0001.jpg,HAPPINESS
3482,Nicole_Kidman_0005.jpg,HAPPINESS
1830,Heizo_Takenaka_0001.jpg,NEUTRAL
4560,Tony_Blair_0101.jpg,HAPPINESS
1463,George_W_Bush_0049.jpg,NEUTRAL
3658,Pervez_Musharraf_0015.jpg,NEUTRAL
2241,Jeong_Se-hyun_0006.jpg,NEUTRAL
767,Christine_Todd_Whitman_0006.jpg,NEUTRAL
1922,Hu_Jintao_0005.jpg,NEUTRAL
196,Amy_Smart_0001.jpg,HAPPINESS
3446,Nestor_Kirchner_0022.jpg,HAPPINESS
1309,Estelle_Morris_0001.jpg,HAPPINESS
4179,Sergio_Vieira_De_Mello_0001.jpg,SADNESS
2346,Joe_Leonard_0001.jpg,HAPPINESS
1716,Greg_Rusedski_0003.jpg,NEUTRAL
2310,Jim_Wall_0001.jpg,HAPPINESS
4085,Samira_Makhmalbaf_0002.jpg,NEUTRAL
4321,Susan_Sarandon_0003.jpg,HAPPINESS
2882,Linda_Amicangioli_0001.jpg,HAPPINESS
3464,Nicanor_Duarte_Frutos_0011.jpg,HAPPINESS
3623,Paul_Shanley_0003.jpg,NEUTRAL
2266,Jerry_Regier_0004.jpg,NEUTRAL
3861,Richard_Myers_0004.jpg,NEUTRAL
989,Dan_Snyder_0001.jpg,HAPPINESS
979,Danny_Elfman_0001.jpg,HAPPINESS
540,Bode_Miller_0001.jpg,HAPPINESS
2930,Lleyton_Hewitt_0033.jpg,NEUTRAL
1915,Hushiar_Zebari_0001.jpg,NEUTRAL
4765,Wilton_Gregory_0001.jpg,NEUTRAL
2538,Juan_Carlos_Ferrero_0001.jpg,NEUTRAL
3613,Paul_ONeill_0004.jpg,NEUTRAL
678,Carson_Daly_0001.jpg,NEUTRAL
2460,John_Taylor_0002.jpg,NEUTRAL
4234,Silvio_Berlusconi_0020.jpg,HAPPINESS
1980,Jack_Straw_0001.jpg,NEUTRAL
2061,James_Maguire_0001.jpg,NEUTRAL
545,Boris_Henry_0001.jpg,HAPPINESS
1447,George_Robertson_0014.jpg,ANGER
2878,Lima_Azimi_0001.jpg,NEUTRAL
3407,Natalia_Dmitrieva_0001.jpg,HAPPINESS
3076,Mark_Komara_0001.jpg,NEUTRAL
2174,Jean_Chretien_0041.jpg,NEUTRAL
4711,Vojislav_Kostunica_0007.jpg,NEUTRAL
928,Conan_OBrien_0004.jpg,NEUTRAL
3392,Naomi_Watts_0007.jpg,HAPPINESS
2826,Lee_Ann_Terlaji_0001.jpg,NEUTRAL
992,Dario_Franchitti_0001.jpg,SURPRISE
2765,Lance_Armstrong_0005.jpg,HAPPINESS
2554,Judd_Davies_0001.jpg,NEUTRAL
3719,Princess_Victoria_0001.jpg,HAPPINESS
225,Andre_Agassi_0030.jpg,HAPPINESS
4726,Wendell_Bryant_0001.jpg,NEUTRAL
3006,Mahima_Chaudhari_0001.jpg,HAPPINESS
1735,Guillermo_Coria_0023.jpg,NEUTRAL
1097,Dick_Cheney_0001.jpg,NEUTRAL
3333,Mohamed_Seineldin_0001.jpg,NEUTRAL
3078,Mark_Leno_0001.jpg,NEUTRAL
4796,Yao_Ming_0007.jpg,NEUTRAL
4521,Tony_Blair_0011.jpg,NEUTRAL
4729,Wen_Jiabao_0005.jpg,HAPPINESS
1201,Eddie_Sutton_0001.jpg,HAPPINESS
1135,Donald_Rumsfeld_0027.jpg,ANGER
109,Alexandre_Daigle_0001.jpg,HAPPINESS
4775,Win_Aung_0002.jpg,NEUTRAL
4232,Silvio_Berlusconi_0013.jpg,NEUTRAL
4604,Tsutomu_Takebe_0001.jpg,NEUTRAL
1218,Eduard_Shevardnadze_0001.jpg,NEUTRAL
2953,Luis_Gonzalez_Macchi_0001.jpg,HAPPINESS
892,Colin_Powell_0174.jpg,HAPPINESS
2000,Jacques_Chirac_0011.jpg,NEUTRAL
1206,Edmund_Stoiber_0007.jpg,HAPPINESS
4824,Zhang_Wenkang_0001.jpg,HAPPINESS
3478,Nicoletta_Braschi_0001.jpg,HAPPINESS
3358,Morgan_Fairchild_0001.jpg,HAPPINESS
494,Bill_McBride_0002.jpg,HAPPINESS
1619,Gerhard_Schroeder_0036.jpg,NEUTRAL
2820,Laurent_Jalabert_0001.jpg,HAPPINESS
4391,Terry_McAuliffe_0002.jpg,SURPRISE
4559,Tony_Blair_0099.jpg,HAPPINESS
3260,Michelle_Kwan_0008.jpg,HAPPINESS
501,Bill_Paxton_0003.jpg,HAPPINESS
500,Bill_Paxton_0001.jpg,HAPPINESS
2466,John_Wolf_0001.jpg,HAPPINESS
4341,Taha_Yassin_Ramadan_0001.jpg,HAPPINESS
2271,Jesse_Jackson_0007.jpg,NEUTRAL
3932,Robert_Horan_0001.jpg,NEUTRAL
807,Claudio_Lopez_0001.jpg,HAPPINESS
115,Alex_Penelas_0002.jpg,NEUTRAL
153,Alvaro_Uribe_0007.jpg,NEUTRAL
3205,Michael_Bloomberg_0019.jpg,HAPPINESS
4618,Vaclav_Havel_0003.jpg,HAPPINESS
445,Bernard_Giraudeau_0001.jpg,HAPPINESS
4491,Tom_Harkin_0003.jpg,NEUTRAL
2843,Leonardo_Del_Vecchio_0001.jpg,NEUTRAL
1433,George_Harrison_0001.jpg,NEUTRAL
3878,Richard_Virenque_0005.jpg,HAPPINESS
519,Bob_Graham_0002.jpg,NEUTRAL
3312,Miles_Stewart_0001.jpg,HAPPINESS
4273,Stan_Kroenke_0001.jpg,NEUTRAL
1508,George_W_Bush_0222.jpg,NEUTRAL
3232,Michael_Michele_0001.jpg,HAPPINESS
4718,Wanda_Ilene_Barzee_0001.jpg,NEUTRAL
3675,Peter_Struck_0004.jpg,NEUTRAL
738,Chen_Tsai-chin_0001.jpg,NEUTRAL
2872,Li_Zhaoxing_0003.jpg,HAPPINESS
3742,Queen_Latifah_0004.jpg,HAPPINESS
198,Anastasia_Myskina_0001.jpg,ANGER
478,Bill_Gates_0003.jpg,NEUTRAL
1316,Evgeni_Plushenko_0001.jpg,HAPPINESS
2473,Jonathan_Edwards_0004.jpg,HAPPINESS
1667,Gloria_Macapagal_Arroyo_0006.jpg,NEUTRAL
4597,Trent_Lott_0014.jpg,SADNESS
3295,Mike_Tyson_0004.jpg,NEUTRAL
1032,David_Myers_0001.jpg,NEUTRAL
2088,Janet_Ecker_0001.jpg,NEUTRAL
3230,Michael_Leavitt_0002.jpg,NEUTRAL
3269,Mickey_Gilley_0001.jpg,HAPPINESS
3217,Michael_Douglas_0003.jpg,NEUTRAL
1411,Gary_Dellaverson_0001.jpg,NEUTRAL
1657,Giulietta_Masina_0001.jpg,HAPPINESS
155,Alvaro_Uribe_0009.jpg,NEUTRAL
4306,Steve_Park_0001.jpg,HAPPINESS
4813,Yoshiyuki_Kamei_0001.jpg,NEUTRAL
2642,Kathy_Bates_0001.jpg,HAPPINESS
1366,Francis_Ford_Coppola_0001.jpg,HAPPINESS
1742,Gustavo_Kuerten_0003.jpg,HAPPINESS
1570,George_W_Bush_0432.jpg,SADNESS
4571,Tony_Blair_0123.jpg,NEUTRAL
2540,Juan_Carlos_Ferrero_0004.jpg,NEUTRAL
3624,Paul_Tagliabue_0003.jpg,NEUTRAL
4275,Stefano_Accorsi_0001.jpg,HAPPINESS
589,Britney_Spears_0012.jpg,HAPPINESS
327,Ariel_Sharon_0051.jpg,HAPPINESS
4786,Xiang_Huaicheng_0001.jpg,NEUTRAL
117,Alex_Zanardi_0001.jpg,HAPPINESS
276,Annie_Machon_0001.jpg,NEUTRAL
4606,Tubby_Smith_0003.jpg,HAPPINESS
4449,Tommy_Franks_0002.jpg,NEUTRAL
2686,Khin_Nyunt_0001.jpg,NEUTRAL
2941,Luciano_Pavarotti_0001.jpg,HAPPINESS
1436,George_Lopez_0001.jpg,SURPRISE
622,Carin_Koch_0001.jpg,HAPPINESS
3892,Rick_Romley_0003.jpg,NEUTRAL
197,Amy_Yasbeck_0001.jpg,HAPPINESS
1616,Gerhard_Schroeder_0030.jpg,HAPPINESS
574,Brian_McIntyre_0001.jpg,NEUTRAL
3250,Michael_Winterbottom_0001.jpg,HAPPINESS
912,Colin_Powell_0210.jpg,NEUTRAL
4430,Tim_Henman_0004.jpg,HAPPINESS
4191,Sharon_Davis_0002.jpg,NEUTRAL
370,Artieas_Shanks_0001.jpg,NEUTRAL
2856,Leslie_Ann_Woodward_0001.jpg,HAPPINESS
3197,Michael_Arif_0001.jpg,NEUTRAL
1891,Hugo_Chavez_0035.jpg,HAPPINESS
329,Ariel_Sharon_0055.jpg,HAPPINESS
3352,Monica_Lewinsky_0001.jpg,HAPPINESS
3755,Rafael_Ramirez_0001.jpg,NEUTRAL
1017,David_Canary_0001.jpg,HAPPINESS
636,Carlos_Lordkipanitse_0001.jpg,NEUTRAL
4746,William_Genego_0001.jpg,NEUTRAL
1106,Dick_Latessa_0002.jpg,HAPPINESS
4703,Vladimir_Putin_0041.jpg,HAPPINESS
4225,Silvio_Berlusconi_0004.jpg,NEUTRAL
843,Colin_Powell_0074.jpg,NEUTRAL
2450,John_Prescott_0001.jpg,NEUTRAL
139,Allan_Wagner_0001.jpg,NEUTRAL
4070,Saeed_Mortazavi_0001.jpg,NEUTRAL
441,Ben_Stein_0001.jpg,NEUTRAL
4331,Svetlana_Koroleva_0001.jpg,HAPPINESS
318,Ariel_Sharon_0021.jpg,NEUTRAL
126,Aline_Chretien_0001.jpg,HAPPINESS
3176,Mehmet_Ali_Sahin_0001.jpg,HAPPINESS
758,Christina_Aguilera_0002.jpg,HAPPINESS
3143,Matt_Dillon_0003.jpg,HAPPINESS
1706,Gray_Davis_0014.jpg,HAPPINESS
317,Ariel_Sharon_0019.jpg,NEUTRAL
4806,Yolanda_King_0001.jpg,HAPPINESS
3418,Natasa_Micic_0001.jpg,NEUTRAL
4819,Zaini_Abdullah_0001.jpg,NEUTRAL
4687,Vince_Gill_0001.jpg,HAPPINESS
3428,Nebojsa_Pavkovic_0001.jpg,NEUTRAL
1544,George_W_Bush_0352.jpg,NEUTRAL
4698,Vladimir_Putin_0021.jpg,NEUTRAL
3212,Michael_Chiklis_0002.jpg,NEUTRAL
1471,George_W_Bush_0079.jpg,NEUTRAL
4384,Teri_ORourke_0001.jpg,NEUTRAL
